Probe	K562-dCAS9-1	K562-dCAS9-2	K562-dCas9-sep-1	K562-dCas9-sep-2	K562-dCas9-all-1	OCI-dCAS9-1	OCI-dCAS9-2	OCI-dCas9-sep-1	OCI-dCas9-sep-2	OCI-dCas9-all-1
PLCB1	127.0	17.0	86.0	62.0	108.0	16.0	7.0	1.0	2.0	7.0
PLCB1-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLCB4	18.0	8.0	40.0	11.0	35.0	18.0	13.0	14.0	4.0	23.0
LAMP5-AS1	0.0	0.0	0.0	0.0	0.0	62.0	143.0	24.0	36.0	25.0
LAMP5	0.0	0.0	0.0	0.0	0.0	7593.0	12839.0	4069.0	4304.0	6068.0
PAK7	0.0	0.0	0.0	0.0	0.0	23.0	21.0	18.0	5.0	16.0
RP5-986I17.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-839B4.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKEF1	63.0	36.0	62.0	93.0	58.0	102.0	245.0	67.0	76.0	65.0
SNAP25-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-416N4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-416N4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNAP25	0.0	0.0	0.0	0.0	0.0	4.0	39.0	1.0	3.0	0.0
MKKS	554.0	253.0	355.0	630.0	364.0	1163.0	2549.0	689.0	725.0	987.0
SLX4IP	320.0	123.0	263.0	354.0	266.0	602.0	1179.0	344.0	366.0	388.0
JAG1	3.0	2.0	2.0	4.0	4.0	877.0	1292.0	478.0	576.0	653.0
RP11-103J8.1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
RP1-278O22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-278O22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-697P8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-103J8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-734C18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-268G13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTBD3	222.0	88.0	180.0	296.0	272.0	819.0	1509.0	495.0	457.0	645.0
RP4-742J24.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RP4-796I8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-102J14.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1069C8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1069C8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-157E14.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPTLC3	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
ISM1	0.0	0.0	0.0	0.0	0.0	30.0	38.0	20.0	9.0	31.0
ISM1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1077I2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-585I14.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
TASP1	110.0	39.0	90.0	129.0	103.0	350.0	579.0	182.0	180.0	246.0
ESF1	291.0	279.0	447.0	605.0	452.0	1233.0	3216.0	701.0	831.0	982.0
NDUFAF5	125.0	106.0	118.0	205.0	153.0	290.0	587.0	140.0	157.0	174.0
SEL1L2	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
MACROD2	0.0	0.0	0.0	0.0	0.0	4.0	15.0	1.0	3.0	0.0
FLRT3	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0
MACROD2-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MACROD2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-974N19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-388K2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIF16B	300.0	192.0	354.0	419.0	391.0	342.0	1111.0	211.0	140.0	186.0
AL049794.1	1.0	0.0	1.0	0.0	0.0	1.0	9.0	0.0	1.0	0.0
RP4-777L9.2	1.0	0.0	1.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0
RP4-777L9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-705D16.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-705D16.4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
SNRPB2	694.0	402.0	491.0	873.0	600.0	1902.0	4615.0	897.0	1287.0	1580.0
OTOR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1195D24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCSK2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BFSP1	10.0	2.0	3.0	4.0	1.0	11.0	14.0	0.0	8.0	2.0
RP11-462D18.4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
DSTN	1591.0	685.0	1093.0	1519.0	1209.0	875.0	1653.0	560.0	624.0	790.0
RRBP1	1312.0	437.0	1016.0	1032.0	1014.0	2374.0	5306.0	1357.0	1140.0	1915.0
BANF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-905G11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNX5	2287.0	983.0	1907.0	2009.0	2029.0	3403.0	7422.0	1710.0	2443.0	2137.0
OVOL2	39.0	24.0	42.0	54.0	31.0	101.0	225.0	49.0	97.0	73.0
MGME1	895.0	292.0	573.0	594.0	551.0	755.0	1530.0	436.0	376.0	587.0
RP4-726N1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PET117	110.0	73.0	98.0	153.0	105.0	368.0	781.0	181.0	218.0	271.0
CSRP2BP	204.0	136.0	163.0	263.0	180.0	907.0	1945.0	463.0	589.0	659.0
ZNF133	98.0	47.0	100.0	105.0	155.0	360.0	482.0	281.0	210.0	233.0
RP4-568F9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-568F9.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DZANK1	8.0	1.0	3.0	1.0	0.0	270.0	238.0	290.0	171.0	267.0
POLR3F	129.0	86.0	154.0	154.0	174.0	270.0	612.0	161.0	179.0	240.0
RBBP9	27.0	27.0	31.0	72.0	32.0	282.0	803.0	231.0	227.0	266.0
SEC23B	1017.0	479.0	963.0	1141.0	1062.0	3641.0	6859.0	2848.0	2930.0	3053.0
LINC00493	484.0	113.0	282.0	322.0	305.0	373.0	952.0	221.0	265.0	217.0
DTD1	761.0	261.0	534.0	616.0	511.0	871.0	2270.0	442.0	683.0	571.0
RP11-379J5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00652	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
RP5-1068E13.7	10.0	0.0	9.0	2.0	15.0	17.0	11.0	14.0	5.0	18.0
C20orf78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCP2D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-97N19.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC24A3	0.0	0.0	0.0	0.0	0.0	17.0	5.0	18.0	8.0	14.0
RP11-97N19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1027G4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-718D20.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-122P22.4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP1-122P22.2	0.0	0.0	0.0	0.0	0.0	4.0	6.0	10.0	3.0	1.0
RP5-999L4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIN2	0.0	0.0	0.0	0.0	0.0	57.0	44.0	95.0	37.0	41.0
NAA20	525.0	360.0	461.0	810.0	512.0	1514.0	3461.0	885.0	1138.0	1177.0
CRNKL1	374.0	195.0	395.0	522.0	509.0	1275.0	2840.0	627.0	748.0	895.0
CFAP61	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0
RP5-1002M8.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1178H5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1096J16.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RP11-470C13.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INSM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RALGAPA2	137.0	49.0	169.0	144.0	156.0	4392.0	4931.0	4142.0	1546.0	4083.0
RP5-1177M21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00237	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	1.0
KIZ	293.0	112.0	383.0	229.0	428.0	370.0	738.0	206.0	260.0	220.0
RP5-872K7.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIZ-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-198K11.5	10.0	0.0	7.0	8.0	6.0	16.0	36.0	9.0	3.0	14.0
XRN2	1852.0	832.0	1585.0	1967.0	1770.0	4280.0	8662.0	1800.0	2732.0	2951.0
NKX2-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-227D2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-984P4.6	1.0	0.0	30.0	8.0	20.0	62.0	30.0	35.0	10.0	30.0
NKX2-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NKX2-2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-984P4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-167O22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1065O2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1185K9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1097P24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1004I9.1	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00261	291.0	1.0	54.0	10.0	44.0	0.0	0.0	0.0	0.0	0.0
FOXA2	145.0	17.0	58.0	40.0	75.0	0.0	0.0	0.0	0.0	0.0
LINC01384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-359G22.2	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP4-753D10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-753D10.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SSTR4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THBD	19.0	12.0	36.0	20.0	33.0	623.0	1806.0	1233.0	380.0	649.0
RP4-737E23.6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
CD93	6.0	11.0	12.0	10.0	18.0	684.0	2126.0	263.0	287.0	166.0
LINC00656	18.0	9.0	91.0	22.0	95.0	2.0	8.0	2.0	3.0	2.0
RP4-737E23.5	36.0	78.0	107.0	94.0	131.0	30.0	41.0	62.0	17.0	20.0
RP4-737E23.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
RP4-737E23.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RP5-851M4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-322G13.7	0.0	0.0	0.0	1.0	0.0	3.0	5.0	1.0	0.0	1.0
NXT1	172.0	118.0	150.0	273.0	169.0	503.0	1149.0	216.0	319.0	409.0
LINC01431	3.0	0.0	0.0	0.0	2.0	5.0	0.0	5.0	2.0	1.0
GZF1	348.0	182.0	360.0	378.0	430.0	621.0	1022.0	344.0	345.0	518.0
NAPB	189.0	48.0	200.0	109.0	237.0	255.0	380.0	187.0	122.0	173.0
CSTL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-333B15.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-333B15.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-333B15.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST9L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST3	739.0	291.0	496.0	722.0	566.0	3229.0	6124.0	1779.0	1832.0	2171.0
RP11-218C14.8	2.0	0.0	3.0	3.0	2.0	12.0	10.0	5.0	0.0	4.0
RP11-218C14.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
CST4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XXyac-YX60D10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGTLC1	1.0	0.0	2.0	7.0	2.0	10.0	11.0	8.0	5.0	4.0
RP5-1100I6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLJ33581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-564O4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYNDIG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-526K17.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-860P4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-568C11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST7	60.0	1.0	1.0	1.0	0.0	606.0	1512.0	252.0	329.0	135.0
APMAP	428.0	178.0	280.0	383.0	327.0	1746.0	3494.0	664.0	911.0	1066.0
ACSS1	6.0	4.0	24.0	3.0	16.0	385.0	976.0	176.0	233.0	127.0
RP5-1025A1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VSX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-738P15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTPD6	557.0	242.0	478.0	572.0	550.0	987.0	1924.0	509.0	445.0	642.0
RP4-738P15.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-965G21.3	0.0	0.0	0.0	0.0	0.0	6.0	12.0	4.0	7.0	4.0
RP5-965G21.4	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
PYGB	965.0	239.0	518.0	531.0	512.0	1664.0	3712.0	586.0	985.0	988.0
RP5-965G21.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-965G21.6	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
ABHD12	297.0	143.0	241.0	313.0	258.0	824.0	2023.0	458.0	507.0	496.0
GINS1	576.0	417.0	604.0	900.0	662.0	1394.0	3681.0	750.0	840.0	1145.0
NINL	1.0	0.0	0.0	0.0	3.0	169.0	125.0	144.0	77.0	134.0
NANP	259.0	169.0	228.0	379.0	297.0	487.0	1213.0	302.0	386.0	368.0
ZNF337-AS1	44.0	10.0	57.0	37.0	73.0	103.0	148.0	49.0	27.0	58.0
ZNF337	132.0	48.0	101.0	126.0	85.0	397.0	628.0	328.0	178.0	291.0
RP4-694B14.8	1.0	0.0	8.0	0.0	4.0	17.0	23.0	4.0	5.0	5.0
RP13-401N8.1	0.0	0.0	0.0	5.0	0.0	5.0	9.0	2.0	4.0	10.0
FAM182B	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RP4-760C5.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-760C5.3	1.0	0.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0
FAM182A	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP13-329D4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR663AHG	559.0	684.0	2386.0	1191.0	1467.0	5108.0	12088.0	2685.0	2932.0	3727.0
RP3-410C9.2	3.0	1.0	6.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0
ABBA01031664.1	26.0	3.0	27.0	11.0	24.0	13.0	29.0	8.0	3.0	27.0
RP4-610C12.4	9.0	1.0	5.0	3.0	11.0	4.0	0.0	0.0	1.0	1.0
RP4-610C12.3	18.0	1.0	9.0	9.0	7.0	0.0	3.0	0.0	0.0	2.0
RP4-610C12.1	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FRG1B	273.0	83.0	270.0	256.0	222.0	35.0	51.0	13.0	18.0	23.0
DEFB115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
REM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HM13	1960.0	788.0	1545.0	1547.0	1596.0	2150.0	4389.0	1038.0	1160.0	1438.0
RP3-324O17.7	0.0	1.0	0.0	0.0	7.0	2.0	9.0	1.0	0.0	0.0
HM13-IT1	7.0	6.0	7.0	7.0	8.0	5.0	13.0	4.0	1.0	3.0
HM13-AS1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RP3-324O17.8	2.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
ID1	660.0	437.0	449.0	926.0	468.0	340.0	324.0	170.0	136.0	448.0
COX4I2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCL2L1	5182.0	1591.0	2766.0	3938.0	3159.0	470.0	773.0	217.0	219.0	345.0
RP11-243J16.7	0.0	0.0	0.0	0.0	0.0	5.0	2.0	2.0	1.0	4.0
TPX2	4043.0	2946.0	4795.0	6330.0	5733.0	4340.0	10289.0	2124.0	3133.0	3864.0
MYLK2	7.0	0.0	0.0	0.0	2.0	3.0	19.0	2.0	1.0	5.0
FOXS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUSP15	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0
TTLL9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDRG1	367.0	244.0	409.0	584.0	439.0	268.0	677.0	138.0	154.0	146.0
XKR7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-310O13.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCM2L	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-310O13.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCK	21.0	0.0	0.0	2.0	0.0	715.0	1611.0	343.0	330.0	157.0
TM9SF4	1281.0	637.0	1230.0	1442.0	1533.0	1635.0	3062.0	1082.0	989.0	1172.0
RP5-836N17.4	1.0	0.0	1.0	1.0	7.0	4.0	7.0	4.0	1.0	1.0
PLAGL2	919.0	402.0	897.0	931.0	996.0	2167.0	3023.0	987.0	1102.0	1427.0
POFUT1	1133.0	688.0	959.0	1480.0	1139.0	1923.0	3565.0	940.0	1334.0	1232.0
KIF3B	729.0	254.0	532.0	563.0	569.0	733.0	1383.0	408.0	367.0	572.0
RP11-358N2.2	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
ASXL1	2225.0	687.0	2255.0	1683.0	2615.0	2933.0	4468.0	1803.0	1383.0	2126.0
NOL4L	1124.0	361.0	785.0	852.0	852.0	1104.0	1326.0	1136.0	553.0	877.0
RP5-1184F4.5	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
RP5-1184F4.7	0.0	0.0	0.0	0.0	0.0	5.0	1.0	6.0	0.0	5.0
RP11-410N8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-410N8.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-410N8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf203	34.0	9.0	52.0	17.0	48.0	0.0	6.0	0.0	0.0	0.0
COMMD7	1231.0	321.0	745.0	664.0	956.0	888.0	1868.0	325.0	500.0	542.0
DNMT3B	744.0	819.0	1312.0	1743.0	1696.0	368.0	961.0	189.0	243.0	239.0
MAPRE1	3291.0	1816.0	3333.0	4440.0	3914.0	3255.0	7076.0	1762.0	2207.0	2979.0
RP5-1085F17.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1085F17.3	210.0	73.0	131.0	184.0	133.0	243.0	409.0	126.0	122.0	199.0
EFCAB8	0.0	0.0	1.0	0.0	0.0	5.0	8.0	2.0	0.0	3.0
SUN5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPIFB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPIFB6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPIFB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPIFB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPIFA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-49G10.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPIFA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPIFA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPIFB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDK5RAP1	511.0	308.0	574.0	798.0	674.0	530.0	947.0	335.0	277.0	391.0
SNTA1	243.0	258.0	468.0	954.0	544.0	37.0	52.0	49.0	27.0	33.0
CBFA2T2	594.0	165.0	449.0	435.0	551.0	347.0	593.0	293.0	196.0	275.0
RP1-63M2.7	13.0	0.0	10.0	6.0	20.0	2.0	7.0	1.0	1.0	2.0
NECAB3	698.0	220.0	638.0	431.0	649.0	328.0	389.0	207.0	138.0	225.0
C20orf144	3.0	0.0	2.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0
ACTL10	0.0	0.0	0.0	0.0	0.0	31.0	42.0	12.0	13.0	21.0
RP1-63M2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E2F1	427.0	147.0	420.0	285.0	426.0	791.0	1108.0	268.0	268.0	623.0
PXMP4	346.0	126.0	326.0	316.0	318.0	115.0	320.0	67.0	80.0	71.0
RP4-553F4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF341	82.0	34.0	51.0	93.0	88.0	156.0	265.0	80.0	57.0	90.0
ZNF341-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHMP4B	862.0	384.0	655.0	964.0	654.0	1018.0	2298.0	590.0	606.0	778.0
RALY-AS1	18.0	7.0	15.0	28.0	23.0	31.0	43.0	10.0	8.0	12.0
RP5-1125A11.7	10.0	5.0	21.0	17.0	13.0	22.0	21.0	11.0	8.0	16.0
RP5-1125A11.6	5.0	2.0	5.0	6.0	1.0	8.0	6.0	3.0	3.0	2.0
RALY	1997.0	961.0	1648.0	2546.0	1772.0	2470.0	4778.0	1175.0	1371.0	1756.0
RP5-1125A11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF2S2	3909.0	1901.0	4015.0	4077.0	4470.0	4168.0	7477.0	1540.0	2958.0	2745.0
ASIP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-785G19.5	209.0	173.0	260.0	390.0	338.0	416.0	691.0	184.0	260.0	286.0
AHCY	3232.0	2346.0	3564.0	5328.0	4390.0	5895.0	10097.0	2798.0	3772.0	3851.0
CTD-3216D2.5	3.0	0.0	1.0	2.0	2.0	2.0	20.0	2.0	0.0	2.0
ITCH	2057.0	789.0	2024.0	1887.0	2281.0	1952.0	3469.0	1180.0	1387.0	1677.0
ITCH-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
